,input,output
912,"Given the question ""Where will the mother put the box after she's put the cabbage seed in it?"" and the answer ""In the shade."", write a conversation that might have happened.
","
M: What are you doing, Mum?

W: I'm planting cabbage.

M: What's that in your hand?

W: Cabbage seed. You see, I put some soil in the box, sow the seed carefully like this, and then cover it with more soil. I'll keep the box in the shade so that the sun doesn't burn the little plants.

M: Is that all?

W: No. Later, in a few weeks' time I'll put the little plants in the earth. Then I'll water them to stop the soil from getting too dry. Several weeks after that, I will plant them in rows in the field.

M: Do you have to feed plants like you feed chickens? Or do they grow up by themselves?

W: In fact they grow better if you feed them. When the plants are in the ground I'll put some powder on the soil. The powder is made from fish, blood and bones. It'll make the cabbage plants grow big and strong.

M: Like me!"
913,"Given the question ""How long will the little plants be put in the earth?"" and the answer ""In a couple of days."", write a conversation that might have happened.
","
M: What are you doing, Mum?

W: I'm planting cabbage.

M: What's that in your hand?

W: Cabbage seed. You see, I put some soil in the box, sow the seed carefully like this, and then cover it with more soil. I'll keep the box in the shade so that the sun doesn't burn the little plants.

M: Is that all?

W: No. Later, in a few weeks' time I'll put the little plants in the earth. Then I'll water them to stop the soil from getting too dry. Several weeks after that, I will plant them in rows in the field.

M: Do you have to feed plants like you feed chickens? Or do they grow up by themselves?

W: In fact they grow better if you feed them. When the plants are in the ground I'll put some powder on the soil. The powder is made from fish, blood and bones. It'll make the cabbage plants grow big and strong.

M: Like me!"
914,"Given the question ""What does the woman do to make the plants grow big and strong?"" and the answer ""She puts some powder on the soil."", write a conversation that might have happened.
","
M: What are you doing, Mum?

W: I'm planting cabbage.

M: What's that in your hand?

W: Cabbage seed. You see, I put some soil in the box, sow the seed carefully like this, and then cover it with more soil. I'll keep the box in the shade so that the sun doesn't burn the little plants.

M: Is that all?

W: No. Later, in a few weeks' time I'll put the little plants in the earth. Then I'll water them to stop the soil from getting too dry. Several weeks after that, I will plant them in rows in the field.

M: Do you have to feed plants like you feed chickens? Or do they grow up by themselves?

W: In fact they grow better if you feed them. When the plants are in the ground I'll put some powder on the soil. The powder is made from fish, blood and bones. It'll make the cabbage plants grow big and strong.

M: Like me!"
915,"Given the question ""How does the man feel?"" and the answer ""He is sorry."", write a conversation that might have happened.
","
F: I failed the driving test again.

M: What a shame."
916,"Given the question ""Who is the man planing to call?"" and the answer ""Marilyn Peters."", write a conversation that might have happened.
","
M: Operator, I want to make a person-to-person call to Miss Marilyn Peters in Washington, D.C. The number is 393-5331.

W: one moment, please. I'll get that number for you.

M: How much is it, Operator?

W: That will be two dollars for the first three minutes.

M: Hello? Hello? Marilyn? Operator! Operator, we've been disconnected.

W: One moment, please. I'll see if I can connect you again."
917,"Given the question ""What is the telephone number?"" and the answer ""393-5331."", write a conversation that might have happened.
","
M: Operator, I want to make a person-to-person call to Miss Marilyn Peters in Washington, D.C. The number is 393-5331.

W: one moment, please. I'll get that number for you.

M: How much is it, Operator?

W: That will be two dollars for the first three minutes.

M: Hello? Hello? Marilyn? Operator! Operator, we've been disconnected.

W: One moment, please. I'll see if I can connect you again."
918,"Given the question ""How much will it cost?"" and the answer ""$2 for the first three minutes."", write a conversation that might have happened.
","
M: Operator, I want to make a person-to-person call to Miss Marilyn Peters in Washington, D.C. The number is 393-5331.

W: one moment, please. I'll get that number for you.

M: How much is it, Operator?

W: That will be two dollars for the first three minutes.

M: Hello? Hello? Marilyn? Operator! Operator, we've been disconnected.

W: One moment, please. I'll see if I can connect you again."
919,"Given the question ""At the university Mr. Robinson specialized in"" and the answer ""water management"", write a conversation that might have happened.
","
W: Ah, good morning. It's Mr. Robinson, isn't it?

M: Yes.

W: Have a seat.

M: Thank you.

W: OK. I've got your letter of application. Now, as you know, when you apply for a post with our company, we need to find our a few things about both your academic background and recent work experience.

M: Sure.

W: First of all, A-levels?

M: Yes, I've got three. Geography, maths and physics.

W: Geography, maths and physics. OK. And what about your degree?

M: I went to Manchester University and got an engineer degree with water management as my specialization.

W: A-ha, I see.

M: And as for work experience, I started it out after graduating in 1996 in India, working for the Indian Government.

W: Did you work as a volunteer?

M: No, it was a three-year water irrigation project.

W: That sounds fascinating. How did you organize that? You see it wasn't a British company then.

M: No, I know. My university had links with an Indian engineering university. So it was organized that level.

W: And after that?

M: Then I came back, moved to Sheffield and have been working with Latimer Engineering since then.

W: And what exactly are you doing for Latimer?

M: Ah, I'm working in water irrigation again, this time as a project research assistant.

W: Great. I've got your details. Now, let's move on to a more general discussion about what we are looking for here..."
920,"Given the question ""Mr. Robinson worked for the Indian Government because of"" and the answer ""university links"", write a conversation that might have happened.
","
W: Ah, good morning. It's Mr. Robinson, isn't it?

M: Yes.

W: Have a seat.

M: Thank you.

W: OK. I've got your letter of application. Now, as you know, when you apply for a post with our company, we need to find our a few things about both your academic background and recent work experience.

M: Sure.

W: First of all, A-levels?

M: Yes, I've got three. Geography, maths and physics.

W: Geography, maths and physics. OK. And what about your degree?

M: I went to Manchester University and got an engineer degree with water management as my specialization.

W: A-ha, I see.

M: And as for work experience, I started it out after graduating in 1996 in India, working for the Indian Government.

W: Did you work as a volunteer?

M: No, it was a three-year water irrigation project.

W: That sounds fascinating. How did you organize that? You see it wasn't a British company then.

M: No, I know. My university had links with an Indian engineering university. So it was organized that level.

W: And after that?

M: Then I came back, moved to Sheffield and have been working with Latimer Engineering since then.

W: And what exactly are you doing for Latimer?

M: Ah, I'm working in water irrigation again, this time as a project research assistant.

W: Great. I've got your details. Now, let's move on to a more general discussion about what we are looking for here..."
921,"Given the question ""After Mr. Robinson returned from India, he"" and the answer ""did similar work in India"", write a conversation that might have happened.
","
W: Ah, good morning. It's Mr. Robinson, isn't it?

M: Yes.

W: Have a seat.

M: Thank you.

W: OK. I've got your letter of application. Now, as you know, when you apply for a post with our company, we need to find our a few things about both your academic background and recent work experience.

M: Sure.

W: First of all, A-levels?

M: Yes, I've got three. Geography, maths and physics.

W: Geography, maths and physics. OK. And what about your degree?

M: I went to Manchester University and got an engineer degree with water management as my specialization.

W: A-ha, I see.

M: And as for work experience, I started it out after graduating in 1996 in India, working for the Indian Government.

W: Did you work as a volunteer?

M: No, it was a three-year water irrigation project.

W: That sounds fascinating. How did you organize that? You see it wasn't a British company then.

M: No, I know. My university had links with an Indian engineering university. So it was organized that level.

W: And after that?

M: Then I came back, moved to Sheffield and have been working with Latimer Engineering since then.

W: And what exactly are you doing for Latimer?

M: Ah, I'm working in water irrigation again, this time as a project research assistant.

W: Great. I've got your details. Now, let's move on to a more general discussion about what we are looking for here..."
922,"Given the question ""What does the woman mean?"" and the answer ""She isn't going to work in her brother's firm."", write a conversation that might have happened.
","
M: Congratulations! I just heard about your acceptance in the law school. Do you think you would join your brother's firm after graduation?

W: Not likely. He is a tax lawyer, and I am going to major in criminal law."
923,"Given the question ""Where does this conversation most probably take place?"" and the answer ""In a restaurant."", write a conversation that might have happened.
","
W: Waiter! I'd like to speak to the manager please... immediately if possible.

M: Is anything wrong, Madam?

W: I'm afraid there is. The service here has been terrible. We had to wait twenty minutes for a glass of mineral water.

M: I see. Well I'm sorry to hear that. The trouble is that we're a bit sort of hands at present. Two waitresses are ill.

W: All right, but that's no excuse. My husband asked for goose and he was brought chicken instead. It's just unbelievable! And my beans weren't cooked properly. It wasn't a very enjoyable meal at all.

M: This is most regrettable.

W: Look at this bill. We've been overcharged. We only had one dessert, not two. Can you check the bill again, please?

M: I do apologize, Madam.

W: I'm afraid I'm not going to pay the service charge, or give a tip, as I don't feel satisfied with it. I'm quite disappointed as a matter of fact.

M: I'll pass on your complaints to the manager right away.

W: Thank you."
924,"Given the question ""How does the woman respond to the service here?"" and the answer ""By complaining."", write a conversation that might have happened.
","
W: Waiter! I'd like to speak to the manager please... immediately if possible.

M: Is anything wrong, Madam?

W: I'm afraid there is. The service here has been terrible. We had to wait twenty minutes for a glass of mineral water.

M: I see. Well I'm sorry to hear that. The trouble is that we're a bit sort of hands at present. Two waitresses are ill.

W: All right, but that's no excuse. My husband asked for goose and he was brought chicken instead. It's just unbelievable! And my beans weren't cooked properly. It wasn't a very enjoyable meal at all.

M: This is most regrettable.

W: Look at this bill. We've been overcharged. We only had one dessert, not two. Can you check the bill again, please?

M: I do apologize, Madam.

W: I'm afraid I'm not going to pay the service charge, or give a tip, as I don't feel satisfied with it. I'm quite disappointed as a matter of fact.

M: I'll pass on your complaints to the manager right away.

W: Thank you."
925,"Given the question ""What does the man promise to do?"" and the answer ""Inform someone in charge of the matter."", write a conversation that might have happened.
","
W: Waiter! I'd like to speak to the manager please... immediately if possible.

M: Is anything wrong, Madam?

W: I'm afraid there is. The service here has been terrible. We had to wait twenty minutes for a glass of mineral water.

M: I see. Well I'm sorry to hear that. The trouble is that we're a bit sort of hands at present. Two waitresses are ill.

W: All right, but that's no excuse. My husband asked for goose and he was brought chicken instead. It's just unbelievable! And my beans weren't cooked properly. It wasn't a very enjoyable meal at all.

M: This is most regrettable.

W: Look at this bill. We've been overcharged. We only had one dessert, not two. Can you check the bill again, please?

M: I do apologize, Madam.

W: I'm afraid I'm not going to pay the service charge, or give a tip, as I don't feel satisfied with it. I'm quite disappointed as a matter of fact.

M: I'll pass on your complaints to the manager right away.

W: Thank you."
926,"Given the question ""When did the man graduate?"" and the answer ""In 1964."", write a conversation that might have happened.
","
M: Did you finish your college when your father died in 1965?

W: No, I finished school a year before he died."
927,"Given the question ""What does the woman mean?"" and the answer ""She will help the man to catch up."", write a conversation that might have happened.
","
M: I'm worried about those classes I missed when I was sick.

W: I'll try to bring you up today on what we have done."
928,"Given the question ""Where are the two speakers?"" and the answer ""On a plane."", write a conversation that might have happened.
","
W: You'd better fasten your seat belt, sir. We'll be coming onto land soon.

M: Oh, thank you. Landing is the best part of the flight."
929,"Given the question ""What does the woman say about the steel-related manufacturing in theregion?"" and the answer ""It remains a major part of industrial activity."", write a conversation that might have happened.
","
W: Well, the main activities in the region were historically steel and paper processing, I think.

M: Yes, but I'm not quite sure about the status of those industries now. Couldyou tell us something about that?

W: Yes, of course. In fact, they are less significant, but steel-related manufacturing still accounts for 44% of industrial activity. So it's still very important. In fact, 80% of Spain's machine tools are from the Basque Country. As for paper processing, there's still a little. But it's no longer what it once was in the region. So, is that clear?

M: Yes, thanks.

W: Now, to get back to what I was saying, there's a lot of unemployment as wellas geographical problems in the region.

M: Sorry, Victoria. What do you mean by geographical problems?

W: Well, what I mean is the area is very hilly, mountainous in parts. So there used to be transport problems, now though there are new train links and betterroads, but it may be that some smaller towns inland remain not very well connected, is that OK? Does that make sense? When we talk about specific location suggestions for the factory, we'll see this in more detail, so we'll come back to this question, OK?

M: OK, right.

W: So I was about to say something about the work force in the region and thelevel of training and education. In general, it's very good and improving."
930,"Given the question ""What problem hinders the region's development?"" and the answer ""Transport problems."", write a conversation that might have happened.
","
W: Well, the main activities in the region were historically steel and paper processing, I think.

M: Yes, but I'm not quite sure about the status of those industries now. Couldyou tell us something about that?

W: Yes, of course. In fact, they are less significant, but steel-related manufacturing still accounts for 44% of industrial activity. So it's still very important. In fact, 80% of Spain's machine tools are from the Basque Country. As for paper processing, there's still a little. But it's no longer what it once was in the region. So, is that clear?

M: Yes, thanks.

W: Now, to get back to what I was saying, there's a lot of unemployment as wellas geographical problems in the region.

M: Sorry, Victoria. What do you mean by geographical problems?

W: Well, what I mean is the area is very hilly, mountainous in parts. So there used to be transport problems, now though there are new train links and betterroads, but it may be that some smaller towns inland remain not very well connected, is that OK? Does that make sense? When we talk about specific location suggestions for the factory, we'll see this in more detail, so we'll come back to this question, OK?

M: OK, right.

W: So I was about to say something about the work force in the region and thelevel of training and education. In general, it's very good and improving."
931,"Given the question ""What will the speakers discuss later?"" and the answer ""Possible locations for a new factory."", write a conversation that might have happened.
","
W: Well, the main activities in the region were historically steel and paper processing, I think.

M: Yes, but I'm not quite sure about the status of those industries now. Couldyou tell us something about that?

W: Yes, of course. In fact, they are less significant, but steel-related manufacturing still accounts for 44% of industrial activity. So it's still very important. In fact, 80% of Spain's machine tools are from the Basque Country. As for paper processing, there's still a little. But it's no longer what it once was in the region. So, is that clear?

M: Yes, thanks.

W: Now, to get back to what I was saying, there's a lot of unemployment as wellas geographical problems in the region.

M: Sorry, Victoria. What do you mean by geographical problems?

W: Well, what I mean is the area is very hilly, mountainous in parts. So there used to be transport problems, now though there are new train links and betterroads, but it may be that some smaller towns inland remain not very well connected, is that OK? Does that make sense? When we talk about specific location suggestions for the factory, we'll see this in more detail, so we'll come back to this question, OK?

M: OK, right.

W: So I was about to say something about the work force in the region and thelevel of training and education. In general, it's very good and improving."
932,"Given the question ""Why was the boy asked to go to the office?"" and the answer ""Because he was late for class."", write a conversation that might have happened.
","
W: Come to my office, Billy. Look at your messy hair. This is the third time you have been late for class within this week. And every time you went in, you disturbed the teacher's class.

M: Sorry, Miss. I didn't mean to do that, but it was my alarm clock that didn't wake me up.

W: That is not a proper excuse. You could set it ahead of the exact time so that you could have got up earlier and not have been late.

M: I did that, but it seemed useless when I found the batteries had run out after I woke up this morning. I rushed to school and luckily, my neighbour Mr. Green gave me a hand and took me to school with his car.

W: So you could have made it. But you were still late for class.

M: The thing is, when I got off, I found I had left my bag in his car. And it was too late to get it back when I realized that. I went straight to the nearest shop and gave him a call. I waited for five minutes before Mr. Green drove back.

W: Finally, he gave you your bag and you came to the classroom and you were already 15 minutes late for class at that time. Is that all?

M: Miss, you seem to know the entire story. May I go back to class now? Otherwise I will be late for the following class."
933,"Given the question ""What was wrong with the alarm clock?"" and the answer ""The batteries ran out."", write a conversation that might have happened.
","
W: Come to my office, Billy. Look at your messy hair. This is the third time you have been late for class within this week. And every time you went in, you disturbed the teacher's class.

M: Sorry, Miss. I didn't mean to do that, but it was my alarm clock that didn't wake me up.

W: That is not a proper excuse. You could set it ahead of the exact time so that you could have got up earlier and not have been late.

M: I did that, but it seemed useless when I found the batteries had run out after I woke up this morning. I rushed to school and luckily, my neighbour Mr. Green gave me a hand and took me to school with his car.

W: So you could have made it. But you were still late for class.

M: The thing is, when I got off, I found I had left my bag in his car. And it was too late to get it back when I realized that. I went straight to the nearest shop and gave him a call. I waited for five minutes before Mr. Green drove back.

W: Finally, he gave you your bag and you came to the classroom and you were already 15 minutes late for class at that time. Is that all?

M: Miss, you seem to know the entire story. May I go back to class now? Otherwise I will be late for the following class."
934,"Given the question ""What can we know about the boy?"" and the answer ""He was careless."", write a conversation that might have happened.
","
W: Come to my office, Billy. Look at your messy hair. This is the third time you have been late for class within this week. And every time you went in, you disturbed the teacher's class.

M: Sorry, Miss. I didn't mean to do that, but it was my alarm clock that didn't wake me up.

W: That is not a proper excuse. You could set it ahead of the exact time so that you could have got up earlier and not have been late.

M: I did that, but it seemed useless when I found the batteries had run out after I woke up this morning. I rushed to school and luckily, my neighbour Mr. Green gave me a hand and took me to school with his car.

W: So you could have made it. But you were still late for class.

M: The thing is, when I got off, I found I had left my bag in his car. And it was too late to get it back when I realized that. I went straight to the nearest shop and gave him a call. I waited for five minutes before Mr. Green drove back.

W: Finally, he gave you your bag and you came to the classroom and you were already 15 minutes late for class at that time. Is that all?

M: Miss, you seem to know the entire story. May I go back to class now? Otherwise I will be late for the following class."
935,"Given the question ""Where has the key been found?"" and the answer ""Under the table."", write a conversation that might have happened.
","
M: Have you found your key?

F: Yes, I've found it under the table."
936,"Given the question ""What does the woman imply about her car?"" and the answer ""It has broken down before."", write a conversation that might have happened.
","
M: Is this table on the corner okay?

W: Sure, we can sit here. Be seated.

M: Gee, you've hardly got anything on your tray.

W: Yeah, I guess I'm just not that hungry.

M: What's the matter? Aren't you feeling well?

W: Well, I've been really worried. It's my car. It's in the repair shop again!

M: Really? What's wrong this time?

W: I don't know exactly. Something's wrong with the brakes I think.

M: Well, at least that shouldn't cost too much to fix. Parts are cheaper for old American cars like yours. Did the mechanic say how much it would cost?

W: He said he'd call me with an estimate later on today.

M: Watch out he doesn't try to take advantage of you.

W: What do you mean?

M: Well, some car mechanics, if they think that someone doesn't know much about cars, they might try to overcharge that person.

W: Maybe so, but I trust this guy. He was recommended by one of my neighbors. He's done some work for me in the past and his prices seemed to be reasonable.

M: Oh, that's good to know. Maybe I'll try using him in the future. By the way, did you need a ride home after class today?

W: Oh, I'll sure appreciate it. It's really tough getting around without a car when you live off campus.

M: You are right, I think now you should think about moving back to your dormitory. If I were you, I would be fed up with those troubles."
937,"Given the question ""What does the man say about the woman's car?"" and the answer ""It probably won't cost a lot to repair."", write a conversation that might have happened.
","
M: Is this table on the corner okay?

W: Sure, we can sit here. Be seated.

M: Gee, you've hardly got anything on your tray.

W: Yeah, I guess I'm just not that hungry.

M: What's the matter? Aren't you feeling well?

W: Well, I've been really worried. It's my car. It's in the repair shop again!

M: Really? What's wrong this time?

W: I don't know exactly. Something's wrong with the brakes I think.

M: Well, at least that shouldn't cost too much to fix. Parts are cheaper for old American cars like yours. Did the mechanic say how much it would cost?

W: He said he'd call me with an estimate later on today.

M: Watch out he doesn't try to take advantage of you.

W: What do you mean?

M: Well, some car mechanics, if they think that someone doesn't know much about cars, they might try to overcharge that person.

W: Maybe so, but I trust this guy. He was recommended by one of my neighbors. He's done some work for me in the past and his prices seemed to be reasonable.

M: Oh, that's good to know. Maybe I'll try using him in the future. By the way, did you need a ride home after class today?

W: Oh, I'll sure appreciate it. It's really tough getting around without a car when you live off campus.

M: You are right, I think now you should think about moving back to your dormitory. If I were you, I would be fed up with those troubles."
938,"Given the question ""What does the man offer to do?"" and the answer ""Take the woman to her home."", write a conversation that might have happened.
","
M: Is this table on the corner okay?

W: Sure, we can sit here. Be seated.

M: Gee, you've hardly got anything on your tray.

W: Yeah, I guess I'm just not that hungry.

M: What's the matter? Aren't you feeling well?

W: Well, I've been really worried. It's my car. It's in the repair shop again!

M: Really? What's wrong this time?

W: I don't know exactly. Something's wrong with the brakes I think.

M: Well, at least that shouldn't cost too much to fix. Parts are cheaper for old American cars like yours. Did the mechanic say how much it would cost?

W: He said he'd call me with an estimate later on today.

M: Watch out he doesn't try to take advantage of you.

W: What do you mean?

M: Well, some car mechanics, if they think that someone doesn't know much about cars, they might try to overcharge that person.

W: Maybe so, but I trust this guy. He was recommended by one of my neighbors. He's done some work for me in the past and his prices seemed to be reasonable.

M: Oh, that's good to know. Maybe I'll try using him in the future. By the way, did you need a ride home after class today?

W: Oh, I'll sure appreciate it. It's really tough getting around without a car when you live off campus.

M: You are right, I think now you should think about moving back to your dormitory. If I were you, I would be fed up with those troubles."
939,"Given the question ""When will the party be held?"" and the answer ""In the evening."", write a conversation that might have happened.
","
M: There will be a party at my new house this Saturday. Would you like to come?

W: That sounds good, but I have French class in the morning and dance class in the afternoon.

M: That's OK. The party is to start in the evening, and you can come after the dance class.

W: Great! Should I bring something?

M: Yes, it's a potluck party, so you should prepare something to eat.

W: No problem. A roast turkey, salad, or pudding... I was wondering which to prepare.

M: Anything will be fine.

W: I think I'm good at pudding. I'll make banana-flavored pudding for you.

M: Nice. See you then."
940,"Given the question ""What will the woman probably bring?"" and the answer ""Puddings."", write a conversation that might have happened.
","
M: There will be a party at my new house this Saturday. Would you like to come?

W: That sounds good, but I have French class in the morning and dance class in the afternoon.

M: That's OK. The party is to start in the evening, and you can come after the dance class.

W: Great! Should I bring something?

M: Yes, it's a potluck party, so you should prepare something to eat.

W: No problem. A roast turkey, salad, or pudding... I was wondering which to prepare.

M: Anything will be fine.

W: I think I'm good at pudding. I'll make banana-flavored pudding for you.

M: Nice. See you then."
941,"Given the question ""Who seemed to have taken the MP3 player?"" and the answer ""One of the girl's guests."", write a conversation that might have happened.
","
W: John, my dad's new MP3 player seems to be missing. Did you move it?

M: No, I didn't. Isn't it right next to the computer?

W: No, and I don't see it anywhere. I have the feeling one of our party guests took it.

M: Really? What are you going to do now?

W: I'll just tell my parents what happened, I guess.

M: Then they'll know you had people over without permission. Won't they be angry about that?

W: Probably. I wish I'd done that from the start, instead of keeping my plans secret. They'd have said no to a party, and the MP3 player would still be here."
942,"Given the question ""What did the girl regret?"" and the answer ""Not telling her parents about the party."", write a conversation that might have happened.
","
W: John, my dad's new MP3 player seems to be missing. Did you move it?

M: No, I didn't. Isn't it right next to the computer?

W: No, and I don't see it anywhere. I have the feeling one of our party guests took it.

M: Really? What are you going to do now?

W: I'll just tell my parents what happened, I guess.

M: Then they'll know you had people over without permission. Won't they be angry about that?

W: Probably. I wish I'd done that from the start, instead of keeping my plans secret. They'd have said no to a party, and the MP3 player would still be here."
943,"Given the question ""What meal are they going to have?"" and the answer ""Lunch."", write a conversation that might have happened.
","
M: Lin Yang. It's twelve already. What about having some thing to eat?

W: Are you hungry?

M: Well, I am a bit. Aren't you?

W: Not very. But I don't mind going somewhere for a light meal.

M: Where shall we go? What about McDonald's?

W: I'm fed up with French fries and hamburgers. I think we'd better go to the restaurant around the corner. It's a family-type. It serves good food at very reasonable prices.

M: OK, let's go."
944,"Given the question ""What does the woman think of the food price in the restaurant around the corner?"" and the answer ""Reasonable."", write a conversation that might have happened.
","
M: Lin Yang. It's twelve already. What about having some thing to eat?

W: Are you hungry?

M: Well, I am a bit. Aren't you?

W: Not very. But I don't mind going somewhere for a light meal.

M: Where shall we go? What about McDonald's?

W: I'm fed up with French fries and hamburgers. I think we'd better go to the restaurant around the corner. It's a family-type. It serves good food at very reasonable prices.

M: OK, let's go."
945,"Given the question ""What is the probable relationship between the two speakers?"" and the answer ""They are neighbors."", write a conversation that might have happened.
","
M: Excuse me, I'm trying to do some work. I'm afraid your children are making a lot of noise. Don't they ever go to sleep?

W: I'm sorry. They are noisy. But you know it's difficult to keep boys quiet.

M: I couldn't work and I couldn't sleep at night. And I was woken by the noise they made early this morning.

W: I'm terribly sorry. You know they never listen to me. They're only afraid of their father. He's away on business, but he will be back tomorrow.

M: I hope he can do something about it."
946,"Given the question ""What can we learn from the conversation?"" and the answer ""The man is making complaint to the woman."", write a conversation that might have happened.
","
M: Excuse me, I'm trying to do some work. I'm afraid your children are making a lot of noise. Don't they ever go to sleep?

W: I'm sorry. They are noisy. But you know it's difficult to keep boys quiet.

M: I couldn't work and I couldn't sleep at night. And I was woken by the noise they made early this morning.

W: I'm terribly sorry. You know they never listen to me. They're only afraid of their father. He's away on business, but he will be back tomorrow.

M: I hope he can do something about it."
947,"Given the question ""What's NOT the result of the children's noise?"" and the answer ""The man couldn't enjoy the film on TV."", write a conversation that might have happened.
","
M: Excuse me, I'm trying to do some work. I'm afraid your children are making a lot of noise. Don't they ever go to sleep?

W: I'm sorry. They are noisy. But you know it's difficult to keep boys quiet.

M: I couldn't work and I couldn't sleep at night. And I was woken by the noise they made early this morning.

W: I'm terribly sorry. You know they never listen to me. They're only afraid of their father. He's away on business, but he will be back tomorrow.

M: I hope he can do something about it."
948,"Given the question ""Where does the man probably come from?"" and the answer ""The United States."", write a conversation that might have happened.
","
M: Hi, my name is Drake.

W: Hi, I'm Maria.

M: Are you traveling from the U.S. as well? I didn't expect this train to be so nice!

W: I'm actually from France. I'm going to Spain next."
949,"Given the question ""What are the speakers talking about?"" and the answer ""The clothes the woman is wearing."", write a conversation that might have happened.
","
M: That's a nice dress you're wearing.

W: Thank you. My father gave it to me as a birthday present. He knows red's my favourite colour."
950,"Given the question ""What are the speakers talking about?"" and the answer ""The coverage of newspapers."", write a conversation that might have happened.
","
M: Just look at this newspaper, nothing but robberies, suicide and murder. Do you still believe people are basically good?

W: Of course. But many papers lack interest in reporting something positive like peace, love and generosity."
951,"Given the question ""What is the man mainly talking about?"" and the answer ""An extraordinary experience."", write a conversation that might have happened.
","
M: Let's back up. Where was I?

W: You were talking about your trip to South Africa. I bet you had a great time.

M: Yes, we did. In fact, you know what we encountered.

W: A long-last friend?

M: Come on! A lion."
952,"Given the question ""What does the woman mean?"" and the answer ""She doesn't have any aspirins."", write a conversation that might have happened.
","
M: Have you got any aspirin? I've got a terrible headache.

W: I'll just look. I think I've got some in my bag. Oh, no, sorry, I haven't got any."
953,"Given the question ""Why did the man thank the woman?"" and the answer ""She took the man to where he wanted to go."", write a conversation that might have happened.
","
M: Thank you for your helpful assistance. Otherwise, I'd surely have missed it. The place is so out of the way.

W: It was a pleasure meeting you. Good bye!"
954,"Given the question ""What kind of table does the woman want?"" and the answer ""A table for three in the comer."", write a conversation that might have happened.
","
M: Good evening, madam. A table for two?

W: No, three, a friend will be joining us later. By the way, I prefer that the table in the corner."
955,"Given the question ""Where are the two speakers?"" and the answer ""In a hotel."", write a conversation that might have happened.
","
W: Dear, I feel hungry now. How about you?

M: So do I. Let me call Room Service. Hello, Room Service? Please send a menu to 320 right away."
956,"Given the question ""Why didn't the woman enjoy the dinner party?"" and the answer ""She didn't like Betty."", write a conversation that might have happened.
","
M: Did you enjoy the dinner party?

W: No, and if we're ever invited there again, I shall refuse to sit next to Betty."
957,"Given the question ""What happened to the man?"" and the answer ""He locked his keys in his car."", write a conversation that might have happened.
","
W: What's wrong, Peter?

M: Can you believe this? I locked my keys in the car and I have to go to the airport to pick up my aunt.

W: So, what are you going to do?

M: I don't know. Do you think I could borrow your car for a few hours?

W: I'm sorry, but I really need it this afternoon.

M: Well, could you drive me home then? I have spare keys there.

W: That's no problem.

M: Do you have a quarter for the phone? My wallet's in the car, too.

W: Here you are. Anything else?

M: No, that's it. I really appreciate it."
958,"Given the question ""Where is the man going finally?"" and the answer ""To the airport."", write a conversation that might have happened.
","
W: What's wrong, Peter?

M: Can you believe this? I locked my keys in the car and I have to go to the airport to pick up my aunt.

W: So, what are you going to do?

M: I don't know. Do you think I could borrow your car for a few hours?

W: I'm sorry, but I really need it this afternoon.

M: Well, could you drive me home then? I have spare keys there.

W: That's no problem.

M: Do you have a quarter for the phone? My wallet's in the car, too.

W: Here you are. Anything else?

M: No, that's it. I really appreciate it."
959,"Given the question ""How will the woman help the man?"" and the answer ""She drove him home for the spare keys."", write a conversation that might have happened.
","
W: What's wrong, Peter?

M: Can you believe this? I locked my keys in the car and I have to go to the airport to pick up my aunt.

W: So, what are you going to do?

M: I don't know. Do you think I could borrow your car for a few hours?

W: I'm sorry, but I really need it this afternoon.

M: Well, could you drive me home then? I have spare keys there.

W: That's no problem.

M: Do you have a quarter for the phone? My wallet's in the car, too.

W: Here you are. Anything else?

M: No, that's it. I really appreciate it."
960,"Given the question ""What does the man mean?"" and the answer ""The examination was well beyond the course content."", write a conversation that might have happened.
","
W: Your chemistry examination is over, isn't it? Why do you still look so worried?

M: I don't know. It wasn't that the questions were too hard, or they were too many of them. But I'm still feeling uneasy because the exam didn't seem to have much to do with the course material."
961,"Given the question ""What do you guess they'll do?"" and the answer ""find out the assignment."", write a conversation that might have happened.
","
W: Hey, John! Were you in the literature class yesterday?

M: No. I couldn't make it. Weren't you there. either?

W: No. I wasn't. I was hoping you could tell me the reading assignment."
962,"Given the question ""Where is the new sports center?"" and the answer ""On Mill Road."", write a conversation that might have happened.
","
M: Hello, Kate. Have you been to the new sports center yet?

W: Not yet. Where is it?

M: On Mill Road, near Stone Street, behind Santa Station.

W: What about it?

M: It's wonderful. You can do a lot of sports there. I played table tennis last Saturday, and watched a basketball match.

W: What about the swimming pool?

M: It's very good. Would you like to go there with me next week?

W: Good idea. Every day is OK except Monday.

M: Well. Why not go there on Saturday? Then we can stay for a long time.

W: OK. See you."
963,"Given the question ""What did the man do last week?"" and the answer ""Played table tennis."", write a conversation that might have happened.
","
M: Hello, Kate. Have you been to the new sports center yet?

W: Not yet. Where is it?

M: On Mill Road, near Stone Street, behind Santa Station.

W: What about it?

M: It's wonderful. You can do a lot of sports there. I played table tennis last Saturday, and watched a basketball match.

W: What about the swimming pool?

M: It's very good. Would you like to go there with me next week?

W: Good idea. Every day is OK except Monday.

M: Well. Why not go there on Saturday? Then we can stay for a long time.

W: OK. See you."
